TRACT	APN	ISSUEDATE	FINALDATE	LOT	FOLDERNUMBER	OWNERNAME	CONTRACTOR	APPLICANT	JOBLOCATION	PERMITAPPROVALS	SUBCODE	SUBDESC	WORKCODE	WORKDESC	CENSUSCODE	PERMITVALUATION	REROOFVALUATION	SQFT	DWELLUNITS	FOLDERRSN	SWIMMINGPOOL	SEWER	ENTERPRISE	PERMITFLAG
	45531016	11/18/2002	1/2/2003		2002-058910-000-00-MF	 	JUST WATER HEATERS INC   	JUST WATER HEATERS INC   	2118 CANOAS GARDEN AV  Bldg: O (P100%) WATER HEATER	P-Complete	4000	Apartment/Condo	310	Sub-Trades Only		0	0	0	0	959565	N	N	N	NYNN
6565	42960009	12/6/2002	1/2/2003	9	2002-060301-000-00-MF	 	W & F CONSTRUCTION   	W & F CONSTRUCTION   	1444 CURTISS AV  (P 100%) SHOWER VALVE	P-Complete	4000	Apartment/Condo	310	Sub-Trades Only		0	0	0	0	961129	N	N	N	NYNN
	46246028	12/19/2002	1/2/2003		2002-061182-000-00-CI	 	TRIPLE A PLUMBING SERVICE   	TRIPLE A PLUMBING SERVICE   	185 BRANHAM LN  USA CELLULAR (P100%) METER RELEASE	P-Complete	4022	Office	310	Sub-Trades Only		0	0	0	0	962097	N	N	Y	NYNN
6382	70116039	6/4/2002	1/2/2003	35	2002-044929-000-00-RS	 	JUST WATER HEATERS INC   	JUST WATER HEATERS INC   	1097 CAGGIANO CT  (P 100%) NEW WATER HEATER	P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	944205	N	N	N	NYNN
6769	59225025	9/3/2002	1/2/2003	86	2002-052274-000-00-RS	 	JUST WATER HEATERS INC   	JUST WATER HEATERS INC   	515 RAINWELL DR  (P100%)WATER HEATER	P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	952262	N	N	N	NYNN
4843	58917019	7/18/2002	1/2/2003	90	2002-048278-000-00-RS	 	NONE	LUONG LESLIE M   	1389 SAN MARCOS DR  (BEPM 100%) BATHROOM ADD.	B-Complete, E-Complete, M-Complete, P-Complete	4030	Single Family	320	Express		12583	12583	0	0	947851	N	N	N	YYYY
	43406089	2/14/2002	1/2/2003		2002-036231-000-00-RS	 	NONE	MUNOZ ARTURO AND ELIZABETH C   	1146 VINE ST  MUNOZ (BEPM 100%) ADD FAMILYRM BEDROOM	B-Complete, E-Complete, M-Complete, P-Complete	4030	Single Family	320	Express		37634	37634	449	0	929386	N	N	N	YYYY
5393	67657039	9/12/2002	1/2/2003	76	2002-053419-000-00-RS	 	A & H HEATING & AIR CONDI   	A & H HEATING & AIR CONDI   	3758 POLTON PLACE WY  (EM 100%) R&R FAU ADD A/C	E-Complete, M-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	953510	N	N	N	NNYY
4468	45515077	10/2/2002	1/2/2003	24	2002-055145-000-00-RS	 	HAYNE DEVELOPMENT INC  ROCKY HAYNE	HAYNE DEVELOPMENT INC  ROCKY HAYNE	2540 SKYLARK DR  (EPM 100%) KITCHEN & BATHROOM REMODELS 	E-Complete, M-Complete, P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	955427	N	N	N	NYYY
1794	48808044	12/20/2002	1/2/2003	121	2002-061110-000-00-RS	 	JUST WATER HEATERS INC   	JUST WATER HEATERS INC   	1402 SUNSHADOW LN  (P100%) WATER HEATER	P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	962019	N	N	N	NYNN
5021	46247038	12/17/2002	1/2/2003	47	2002-060988-000-00-RS	 	DCM QUALITY CONSTRUCTION  DOMINIC A. CARUCCI	DCM QUALITY CONSTRUCTION  DOMINIC A. CARUCCI	4260 SAYOKO CL  (P 100%) BATH ALT	E-Complete, M-Complete, P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	961888	N	N	N	NYYY
2997	58107020	12/16/2002	1/2/2003	11	2002-060890-000-00-RS	 	AMERICAN RES SVC DBA RESCUE  BERTON DELLOBUONO	AMERICAN RES SVC DBA RESCUE  BERTON DELLOBUONO	6558 HAMPTON DR  (P 100%) PROPERTY LINE CLEAN OUT.	P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	961776	N	N	N	NYNN
5426	70633067	12/13/2002	1/2/2003	1	2002-060753-000-00-RS	 	JUST WATER HEATERS INC   	JUST WATER HEATERS INC   	7022 AVENIDA ROTELLA   (P100%) WATER HEATER	P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	961627	N	N	N	NYNN
2269	59903072	12/13/2002	1/2/2003	26	2002-060671-000-00-RS	 	JUST WATER HEATERS INC   	JUST WATER HEATERS INC   	556 RIDGE VISTA AV  (P100%) WATER HEATER	P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	961542	N	N	N	NYNN
2549	45130010	12/4/2002	1/2/2003	10	2002-060096-000-00-RS	 	NONE	VENUTO CHERYL TRUSTEE   	1617 HALLBROOK DR  (E100%) NEW SERVICE	E-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	960914	N	N	N	NNNY
8617	66061025	12/3/2002	1/2/2003	17	2002-059934-000-00-RS	 	JUST WATER HEATERS INC   	JUST WATER HEATERS INC   	2702 SCENIC MEADOW CT  (P100%)WATER HEATER	P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	960740	N	N	N	NYNN
7902	65943142	12/2/2002	1/2/2003	46	2002-059834-000-00-RS	 	JUST WATER HEATERS INC   	JUST WATER HEATERS INC   	2864 WHITE ACRES DR  (P100%)WATER HEATER	P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	960626	N	N	N	NYNN
4468	45515077	10/28/2002	1/2/2003	24	2002-057296-000-00-RS	 	HAYNE DEVELOPMENT INC  ROCKY HAYNE	HAYNE DEVELOPMENT INC  ROCKY HAYNE	2540 SKYLARK DR  (P 100%) WATER SERVICE/REPIPE	P-Complete	4030	Single Family	310	Sub-Trades Only		0	0	0	0	957779	N	N	N	NYNN
6165	66546054	12/17/2002	1/2/2003		2002-060941-000-00-MF	 	JUST WATER HEATERS INC   	JUST WATER HEATERS INC   	8387 RIESLING WY  (P100%) WATER HEATER	P-Complete	4056	Single Dwelling Unit	310	Sub-Trades Only		0	0	0	0	961827	N	N	N	NYNN
		12/16/2002	1/2/2003		2002-012576-000-00-BD	 	NONE	LINDSAY JAMES D AND YAGER DODI L   	6760 CROSBY CT  6760  CROSBY CT 	P-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	961405	N	N	N	NYNN
		11/5/2002	1/2/2003		2002-012309-000-00-BD	 	NONE	NONE	457 PAMLAR AV  457  PAMLAR AV 	P-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	958692	N	N	N	NYNN
		10/15/2002	1/2/2003		2002-012120-000-00-BD	 	NONE	OLD COUNTRY ROOFING   	1370 JOYNER CT  1370  JOYNER CT 	B-Complete	4054	Online Permits	220	ReRoof		0	0	0	0	956672	N	N	N	YNNN
		12/3/2002	1/2/2003		2002-059957-000-00-CI	 	CITY ELECTRIC    	CITY ELECTRIC    	1700 PARK AV  (E 100% ) FIN INT 	E-Complete	4049	Retail	80	Finish Interior		0	0	0	0	960763	N	N	Y	NNNY
3971	57526014	12/20/2002	1/2/2003	14	2002-061240-000-00-RS	 	NONE	NUNES PAUL R AND LISA M   	1571 MONTEVAL LN  NUNES (BEPM 100%) ADDITION	B-Complete, E-Complete, M-Complete, P-Complete	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	962158	N	N	N	YYYY
50	26460054	12/12/2002	1/2/2003	35	2002-060686-000-00-RS	 	LEON MASONRY INC   	LEON MASONRY INC   	1085 CAMINO PABLO   (B100%) FIREPLACE REBUILD	B-Complete	4030	Single Family	30	Additions/Alterations	434	1685	1685	0	0	961559	N	N	N	YNNN
2485	49406018	10/2/2002	1/2/2003	48	2002-055173-000-00-RS	 	NONE	LOPEZ GUADALUPE AND HORTENCIA   	3763 EZIE ST  (BEPM 100%)PERMIT TO FINAL	B-Complete, E-Complete, M-Complete, P-Complete	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	955455	N	N	N	YYYY
NO MAP	27405055	8/13/2002	1/2/2003		2002-042281-000-00-RS	 	CAPPER, WILLIAM   	CAPPER, WILLIAM   	1586 DAVIS ST   ( BEPM 100%) ADDITION.	B-Complete, E-Complete, M-Complete, P-Complete	4030	Single Family	30	Additions/Alterations	434	35376	35376	406	0	941345	N	Y	N	YYYY
3694	37720045	4/13/2001	1/2/2003	178	2001-054683-000-00-RS	 	 JOSE ZUNIGA	 CHU WEI SHANG	1232 LOCKHAVEN WY   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823488	N	N	N	NNNN
9240	67930044	6/28/2002	1/2/2003	44	2002-047022-000-00-RS	 	PONDERSOSA HOMES II, INC.   	PONDERSOSA HOMES II, INC.   	4180 GREY CLIFFS CT  NEW SFR (BEPM100 %) LOT44	B-Complete, E-Complete, M-Complete, P-Complete	4030	Single Family	140	New Construction	101	166926	166926	2783	1	946484	N	Y	N	YYYY
	40417055	12/11/2002	1/2/2003		2002-060553-000-00-RS	 	RESPONSIBLE ROOFING   	RESPONSIBLE ROOFING   	2490 TWYLA CT  (B100%) REROOF	B-Complete	4030	Single Family	220	ReRoof		0	0	0	0	961416	N	N	N	YNNN
